numer_startowy;numer_klubu;sezon1;sezon2;sezon3
872;3;282,46;358,85;314,52
873;3;370,08;318,20;386,97
874;3;127,85;302,93;216,82
875;4;306,09;279,64;159,63
876;3;345,80;225,98;255,86
877;3;371,71;125,42;449,88
878;3;214,89;169,62;428,99
879;1;142,28;309,77;287,27
880;2;223,01;223,48;396,41
881;3;323,17;148,67;216,89
882;2;409,05;279,23;244,03
883;3;236,08;385,58;273,10
884;2;223,43;199,86;142,39
885;3;376,54;197,98;301,43
886;1;246,06;156,07;352,36
887;1;400,56;157,06;392,10
888;2;348,86;387,07;364,50
889;3;442,26;196,13;374,01
890;3;442,38;102,50;251,97
891;3;381,02;133,98;350,39
892;3;346,40;313,75;115,79
893;1;346,03;223,16;103,73
894;3;157,88;141,73;417,68
895;2;231,30;207,98;184,36
896;2;414,89;319,25;135,28
897;2;278,30;243,27;104,99
898;3;342,04;161,47;362,33
899;3;105,81;151,13;410,24
900;2;131,82;152,66;301,82
901;2;159,63;428,52;234,44
902;4;105,94;169,73;191,86
903;3;395,24;270,05;321,59
904;2;135,66;366,75;304,37
905;1;253,72;199,81;385,67
906;4;256,54;354,41;372,97
907;3;100,77;119,14;301,36
908;2;372,91;121,83;334,37
909;1;394,28;195,37;416,50
910;1;156,48;336,05;269,12
911;2;374,07;336,02;221,99
912;1;334,98;426,46;308,11
913;3;180,69;248,88;271,79
914;4;112,57;137,75;265,29
915;2;331,15;233,10;425,27
916;2;286,83;146,23;295,27
917;2;208,39;408,53;350,18
918;2;396,48;358,79;101,37
919;2;118,29;378,83;286,74
920;3;156,21;167,92;273,23
921;2;244,97;375,78;391,93
922;3;265,02;217,27;130,09
923;4;316,65;254,01;171,27
924;4;346,46;245,60;191,30
925;4;279,16;325,48;139,79
926;2;168,65;174,53;205,53
927;3;273,15;276,49;390,89
928;3;377,73;435,07;346,35
929;2;225,29;261,66;243,24
930;3;257,84;372,94;115,68
931;2;356,43;165,00;298,59
932;2;449,40;431,97;437,03
933;2;440,90;319,86;329,13
934;4;421,89;296,10;194,08
935;2;297,09;100,07;133,45
936;1;384,32;350,37;108,08
937;3;292,70;293,39;102,41
938;2;193,90;329,76;280,48
939;3;163,34;410,29;194,44
940;3;338,82;117,01;269,28
941;1;255,22;182,88;189,70
942;3;123,78;317,87;436,77
943;3;125,07;278,09;323,12
944;1;188,79;389,87;114,87
945;2;331,73;273,51;164,72
946;4;243,45;337,24;267,24
947;1;241,15;428,44;113,23
948;2;114,41;263,69;401,72
949;3;396,07;420,02;215,89
950;2;354,75;282,23;339,06
951;1;385,25;369,65;304,42
952;4;234,09;151,71;225,43
953;2;438,29;387,73;351,34
954;2;249,68;379,29;267,98
955;1;143,60;449,99;328,00
956;3;169,18;316,81;117,58
957;2;356,44;346,72;324,24
958;2;176,83;234,04;271,19
959;2;132,49;101,91;230,98
960;2;374,26;383,42;269,90
961;3;289,14;244,83;375,98
962;2;298,57;265,84;278,76
963;3;309,36;244,60;111,89
964;3;313,46;234,32;427,42
965;1;377,41;339,33;381,72
966;3;416,27;130,51;330,36
967;3;434,82;111,78;367,06
968;3;212,90;418,69;161,24
969;4;379,55;318,67;127,24
970;3;113,44;258,87;163,57
971;3;231,23;218,40;256,49
972;3;227,08;125,69;118,93
973;4;403,74;205,97;118,57
974;1;397,35;414,20;410,05
975;3;376,69;319,84;141,42
976;1;324,76;315,55;172,79
977;3;133,82;259,19;323,28
978;3;442,85;113,88;222,25
979;3;338,47;312,16;188,74
980;2;163,41;116,14;354,21
981;3;275,98;266,22;212,35
982;1;100,59;437,75;100,99
983;2;390,15;129,72;108,47
984;2;374,13;214,49;168,39
985;2;175,10;448,07;305,32
986;3;317,44;179,29;175,25
987;2;171,74;267,55;134,65
988;2;128,26;433,91;157,20
989;3;162,93;114,15;301,79
990;4;205,28;200,05;307,78
991;2;152,40;315,21;222,23
992;2;175,75;412,43;365,20
993;1;312,10;201,47;199,68
994;2;122,96;237,49;392,78
995;4;355,04;422,65;227,86
996;3;103,92;369,74;359,72
997;4;321,14;254,54;113,45
998;3;200,05;213,57;406,67
999;2;161,01;188,42;159,26
1000;2;343,00;157,59;323,80
1001;3;275,23;196,29;446,38
1002;3;269,68;290,92;429,92
1003;3;258,55;154,17;406,73
1004;1;383,45;341,16;203,16
1005;3;274,35;333,97;339,62
1006;2;330,36;250,74;292,10
1007;4;214,36;246,55;384,79
1008;3;263,84;156,21;332,07
1009;3;169,77;215,66;335,50
1010;2;325,82;212,91;124,20
1011;3;424,81;380,38;240,64
1012;1;402,02;423,84;105,44
1013;3;323,13;417,41;298,67
1014;3;359,17;391,53;318,83
1015;2;147,66;415,43;284,73
1016;4;256,25;148,60;383,96
1017;3;422,70;426,51;217,72
1018;4;251,56;218,94;343,68
1019;3;109,24;408,73;170,36
1020;2;226,83;351,76;377,00
1021;4;429,49;326,40;158,68
1022;2;408,92;157,65;208,37
1023;4;225,86;335,81;431,14
1024;3;384,64;343,85;416,23
1025;1;437,10;444,52;211,60
1026;3;126,28;134,43;269,98
1027;1;118,49;120,02;236,31
1028;2;374,72;401,56;438,55
1029;3;292,37;123,72;121,57
1030;4;225,52;259,62;250,07
1031;3;163,01;156,77;428,13
1032;1;124,27;419,09;411,21
1033;2;326,13;157,72;296,79
1034;1;162,46;198,98;369,46
1035;2;119,85;269,94;410,10
1036;4;375,33;144,59;437,52
1037;3;260,06;395,51;175,74
1038;1;166,73;315,65;162,21
1039;1;136,92;346,58;438,91
1040;4;449,94;147,35;420,80
1041;1;293,33;262,04;385,37
1042;3;204,77;398,97;205,20
1043;3;302,56;403,58;385,98
1044;2;278,15;445,51;229,80
1045;2;332,42;111,55;443,15
1046;1;280,82;448,92;390,33
1047;4;240,21;288,50;115,35
1048;3;405,43;401,41;433,51
1049;1;406,37;182,08;145,98
1050;1;449,11;420,00;262,64
1051;3;159,07;149,66;249,61
1052;3;431,05;429,48;213,32
1053;3;143,00;121,07;140,06
1054;1;322,93;288,53;103,27
1055;3;315,83;441,83;166,61
1056;4;230,54;382,52;378,75
1057;3;222,73;135,99;269,14
1058;3;351,32;387,12;213,85
1059;3;203,17;380,81;384,33
1060;1;132,54;386,57;307,24
1061;2;447,88;357,56;399,17
1062;2;132,03;443,45;330,72
1063;2;134,66;432,54;344,16
1064;4;409,63;190,90;128,55
1065;2;133,06;195,41;345,06
1066;1;342,98;293,10;379,89
1067;2;394,99;202,30;295,18
1068;3;149,70;105,11;328,48
1069;2;266,38;132,52;323,06
1070;2;203,88;199,10;111,05
1071;3;360,44;128,48;186,86
1072;3;102,90;142,89;381,14
1073;2;132,92;320,09;315,97
1074;4;111,18;432,27;360,43
1075;3;385,08;291,53;116,43
1076;2;198,20;433,97;418,34
1077;3;358,97;180,03;324,31
1078;4;198,39;176,88;365,36
1079;2;380,80;161,54;147,55
1080;4;259,42;368,23;324,70
1081;3;334,39;119,38;115,26
1082;3;323,66;311,61;183,21
1083;4;427,50;353,77;388,09
1084;3;254,81;139,22;303,94
1085;1;300,79;353,37;298,32
1086;2;180,99;165,80;427,19
1087;4;173,43;153,28;425,88
1088;2;327,54;446,68;327,01
1089;4;313,58;273,77;436,24
1090;2;349,75;426,82;313,00
1091;3;336,73;216,96;391,37
1092;2;410,63;369,39;224,53
1093;1;394,35;242,74;425,56
1094;3;142,24;226,31;423,61
1095;1;244,57;191,17;185,73
1096;2;359,82;178,77;314,54
1097;1;132,92;229,93;272,74
1098;4;317,11;244,86;175,93
1099;4;129,31;424,09;123,17
1100;3;190,33;444,43;406,97
1101;3;214,83;263,19;373,36
1102;3;223,38;384,60;361,68
1103;4;234,77;194,18;431,40
1104;2;156,65;382,56;178,70
1105;3;137,10;412,54;114,65
1106;1;261,95;152,88;103,31
1107;3;319,26;288,18;279,75
1108;3;121,31;308,86;225,56
1109;2;326,90;137,15;375,98
1110;4;446,78;282,11;288,53
1111;4;394,31;423,31;103,21
1112;1;203,14;141,30;429,53
1113;2;192,27;172,55;380,11
1114;3;197,33;341,35;127,56
1115;2;202,09;415,06;340,58
1116;2;218,19;153,58;381,18
1117;3;106,00;429,26;410,78
1118;2;167,49;351,93;310,22
1119;3;318,12;317,26;233,43
1120;2;269,84;154,94;247,75
1121;2;310,54;140,69;230,87
1122;2;269,56;189,05;204,74
1123;2;206,85;380,24;115,05
1124;1;303,45;131,56;221,18
1125;1;208,76;211,99;359,66
1126;4;399,33;271,29;211,94
1127;2;174,81;332,23;269,74
1128;2;274,08;448,51;204,37
1129;2;244,33;444,05;216,41
1130;3;148,95;361,57;388,08
1131;3;442,65;323,85;270,77
1132;2;196,53;311,01;247,38
1133;2;295,72;285,19;448,31
1134;2;266,36;381,92;230,93
1135;1;276,71;381,42;179,05
1136;3;154,69;414,79;436,02
1137;2;355,01;330,63;125,98
1138;2;118,22;417,91;386,11
1139;2;130,28;252,18;416,87
1140;4;286,93;195,25;159,48
1141;3;275,36;193,93;419,70
1142;2;381,55;444,20;319,57
1143;1;263,01;400,20;197,16
1144;1;299,33;169,35;275,43
1145;2;172,45;401,86;274,12
1146;1;135,04;448,83;109,88
1147;2;302,86;214,27;160,27
1148;4;203,29;100,42;367,30
1149;1;173,50;374,13;104,20
1150;2;388,16;139,70;395,84
1151;3;292,72;195,80;380,24
1152;2;307,70;257,51;150,77
1153;3;179,49;424,41;171,46
1154;3;423,33;300,63;180,62
1155;4;149,77;219,91;252,20
1156;4;277,59;166,78;400,74
1157;3;273,51;213,67;122,87
1158;2;416,71;390,12;444,88
1159;4;314,76;358,39;318,23
1160;2;429,83;157,75;301,85
1161;3;250,36;410,03;375,01
1162;2;318,01;325,65;303,56
1163;2;230,09;283,53;309,20
1164;1;318,82;134,05;442,89
1165;4;192,89;203,02;428,71
1166;2;142,86;176,89;202,96
1167;3;255,30;130,80;134,99
1168;2;374,14;358,89;102,90
1169;1;152,24;311,94;359,59
1170;4;228,21;370,49;137,91
1171;3;158,28;329,46;382,43
1172;3;370,33;236,86;316,12
1173;4;233,95;267,52;140,90
1174;3;217,46;434,57;309,83
1175;2;351,13;372,55;331,11
1176;2;166,28;370,91;388,47
1177;2;436,31;252,93;130,20
1178;4;126,03;370,20;449,93
1179;2;444,56;142,45;364,92
1180;2;439,72;207,25;231,08
1181;2;152,20;111,68;132,51
1182;2;183,94;403,12;214,14
1183;4;432,30;412,71;169,92
1184;2;362,09;194,81;217,89
1185;3;308,10;339,33;365,91
1186;2;106,01;208,22;216,80
1187;4;190,09;129,97;232,50
1188;2;163,91;320,37;314,79
1189;1;393,10;162,00;151,48
1190;3;359,58;390,58;384,44
1191;2;406,61;151,01;352,30
1192;1;229,93;449,60;386,83
1193;2;234,26;325,08;213,85
1194;3;143,13;352,40;183,76
1195;2;196,30;114,27;358,75
1196;2;310,07;404,24;192,70
1197;2;363,51;223,06;158,65
1198;2;171,17;229,04;168,35
1199;3;428,56;231,69;411,97
1200;3;259,82;420,81;301,15
1201;3;200,05;114,37;331,90
1202;4;287,28;388,19;398,72
1203;4;140,04;223,82;359,05
1204;4;360,55;189,40;322,96
1205;2;277,12;405,85;250,90
1206;4;428,51;117,01;293,74
1207;1;399,48;257,03;255,22
1208;2;109,64;171,37;217,12
1209;1;130,76;412,83;434,96
1210;2;175,09;239,21;277,45
1211;3;443,54;431,61;359,88
1212;3;205,50;383,42;262,41
1213;3;249,62;405,81;217,04
1214;4;280,61;117,76;360,27
1215;2;210,60;237,63;319,49
1216;2;202,00;223,90;178,06
1217;1;108,40;368,93;366,01
1218;3;157,72;105,04;374,95
1219;1;343,47;385,25;424,11
1220;3;312,90;305,54;203,84
1221;2;358,46;376,25;332,12
1222;3;391,80;189,28;251,55
1223;3;385,95;167,28;443,18
1224;3;416,29;288,37;347,57
1225;1;100,30;215,50;367,12
1226;3;441,43;140,03;360,61
1227;4;440,31;397,21;161,37
1228;3;257,87;262,51;244,47
1229;2;369,16;280,61;186,58
1230;2;184,17;119,65;404,70
1231;3;442,23;369,52;367,52
1232;2;220,26;159,28;321,67
1233;1;425,03;130,08;272,88
1234;2;324,75;372,05;413,62
1235;2;124,03;145,59;283,39
1236;1;420,04;423,57;327,67
1237;2;159,76;353,02;241,16
1238;3;291,09;377,60;375,33
1239;4;388,55;196,89;185,28
1240;2;311,10;417,76;388,36
1241;2;304,11;325,07;325,53
1242;3;210,66;436,36;298,21
1243;3;112,20;324,87;184,29
1244;4;242,09;202,16;396,23
1245;4;101,69;406,84;141,49
1246;1;104,72;184,14;291,01
1247;2;382,09;158,02;133,42
1248;3;396,52;429,60;409,24
1249;2;171,03;249,21;204,57
1250;3;186,78;220,37;299,51
1251;3;365,83;183,05;132,12
1252;1;301,66;384,71;330,09
1253;3;229,02;379,30;351,21
1254;1;330,85;386,89;409,67
1255;3;212,33;126,05;167,04
1256;3;307,87;365,50;155,82
1257;4;149,92;135,08;274,40
1258;3;208,42;173,03;242,69
1259;2;256,18;256,32;328,62
1260;3;216,36;130,65;322,38
1261;2;210,47;130,93;159,33
1262;3;287,20;435,99;158,20
1263;1;376,84;142,36;376,41
1264;2;392,38;146,73;104,43
1265;2;162,96;432,36;106,88
1266;1;242,86;346,09;165,05
1267;4;148,14;238,41;291,01
1268;2;122,50;443,01;318,26
1269;3;189,60;318,01;405,74
1270;3;446,40;360,38;331,30
1271;3;298,93;114,12;360,35
1272;2;295,87;220,80;286,03
1273;4;196,11;431,00;380,51
1274;1;412,03;176,94;137,04
1275;2;152,05;170,58;130,85
1276;3;333,50;413,23;229,39
1277;3;106,11;386,81;264,74
1278;4;233,65;192,80;290,16
1279;2;367,82;310,52;354,97
1280;3;145,49;403,38;362,15
1281;2;261,46;226,10;311,37
1282;1;323,69;134,72;307,03
1283;3;135,19;189,20;225,08
1284;3;131,03;297,58;425,20
1285;4;326,44;337,31;173,62
1286;3;314,10;418,31;259,66
1287;2;137,37;335,27;339,49
1288;1;167,83;301,35;134,73
1289;4;269,38;344,83;342,73
1290;3;177,74;174,90;131,09
1291;3;251,19;421,44;122,03
1292;4;405,05;248,43;196,35
1293;4;216,51;155,36;357,00
1294;3;132,68;107,07;267,21
1295;4;216,11;424,63;284,53
1296;2;273,66;347,86;394,14
1297;4;337,47;393,56;415,67
1298;3;175,50;117,05;230,80
1299;2;261,04;415,61;117,82
1300;1;139,59;249,27;423,31
1301;2;210,96;419,71;164,80
1302;3;172,81;190,68;106,15
1303;3;282,39;204,86;323,22
1304;4;197,88;114,42;436,71
1305;2;246,45;139,61;306,97
1306;4;170,89;281,76;226,11
1307;3;400,54;298,59;376,02
1308;2;266,81;121,00;319,89
1309;2;208,51;136,75;331,89
1310;3;232,54;251,64;141,34
1311;4;395,22;425,69;251,15
1312;3;208,89;247,65;169,46
1313;2;146,21;178,61;410,63
1314;4;303,60;369,18;350,50
1315;2;182,98;281,64;196,32
1316;3;129,48;420,20;304,85
1317;3;247,86;150,18;402,14
1318;1;101,44;320,81;151,55
1319;2;299,91;218,68;215,91
1320;2;269,44;245,66;313,72
1321;4;333,08;176,31;201,43
1322;1;210,38;429,91;190,85
1323;3;357,04;368,93;239,42
1324;4;206,49;194,73;294,23
1325;1;133,64;432,49;306,19
1326;3;246,15;345,04;249,52
1327;3;309,44;224,01;428,44
1328;4;210,14;447,09;118,49
1329;2;351,57;306,10;353,00
1330;1;304,49;357,77;263,56
1331;2;278,47;142,76;377,03
1332;3;300,07;364,98;277,47
1333;4;307,84;269,31;127,29
1334;2;137,99;442,51;134,80
1335;4;401,56;342,38;383,48
1336;4;296,34;438,73;344,73
1337;2;336,57;109,84;278,44
1338;4;351,36;145,48;338,22
1339;1;148,29;427,69;297,56
1340;2;219,63;355,87;358,12
1341;4;298,87;141,60;308,71
1342;3;317,38;150,62;140,33
1343;2;388,63;137,29;434,87
1344;2;138,40;340,17;222,20
1345;1;132,02;239,59;201,62
1346;3;385,96;286,23;386,80
1347;2;248,22;340,71;159,55
1348;2;153,32;121,41;248,41
1349;2;410,90;404,07;278,28
1350;2;184,45;368,40;324,27
1351;2;406,58;258,50;160,15
1352;2;110,84;387,69;151,42
1353;3;353,93;320,74;373,72
1354;3;341,42;436,05;302,01
1355;4;141,39;106,07;289,43
1356;2;359,32;327,76;410,69
1357;2;310,87;316,31;255,95
1358;2;265,05;278,87;254,00
1359;1;272,98;219,28;405,21
1360;3;366,52;191,99;379,41
1361;3;440,58;428,30;232,51
1362;3;213,99;395,63;177,93
1363;4;437,39;301,45;315,57
1364;2;266,49;186,52;149,94
1365;1;431,38;366,43;394,54
1366;3;426,93;432,75;251,19
1367;2;440,43;252,61;366,82
1368;2;104,17;229,49;398,80
1369;4;441,00;187,52;331,01
1370;3;288,38;234,98;313,59
1371;2;362,13;436,87;185,41
1372;2;394,13;401,36;389,68
1373;2;392,81;188,22;371,64
1374;3;197,48;171,39;365,09
1375;1;237,99;380,25;352,29
1376;2;189,76;197,14;322,31
1377;3;286,56;359,54;181,18
1378;2;377,23;411,83;219,91
1379;2;345,31;230,54;394,32
1380;2;414,15;413,99;134,91
1381;1;404,57;163,31;134,47
1382;3;336,59;333,26;368,63
1383;4;152,84;181,91;166,34
1384;1;355,96;372,84;141,58
1385;3;428,32;326,00;312,54
1386;2;252,99;206,36;109,34
1387;2;222,48;359,62;242,93
1388;3;151,15;353,44;271,61
1389;4;253,05;179,86;425,00
1390;2;254,63;181,03;272,08
1391;1;112,90;371,44;296,96
1392;3;356,06;350,52;307,41
1393;3;309,82;300,98;191,15
1394;4;291,51;416,24;104,08
1395;3;292,85;163,83;337,04
1396;3;289,38;285,81;161,77
1397;3;172,06;206,26;192,74
1398;1;393,63;359,79;273,49
1399;2;394,58;442,21;334,08
1400;3;307,23;131,12;362,10
1401;4;149,73;348,46;128,05
1402;3;352,87;410,99;416,93
1403;3;278,07;310,36;170,67
1404;3;322,16;399,21;392,44
1405;4;441,21;438,65;411,17
1406;4;195,06;264,79;394,66
1407;4;189,83;440,55;368,06
1408;2;275,33;235,96;368,21
1409;3;218,44;253,70;417,23
1410;3;448,85;405,65;233,98
1411;3;373,55;400,92;219,60
1412;3;149,22;275,03;340,85
1413;4;342,16;259,81;100,01
1414;2;438,57;236,28;449,76
1415;2;185,52;304,17;210,69
1416;3;218,83;129,32;147,31
1417;3;107,83;438,63;337,34
1418;3;368,70;102,26;296,76
1419;1;363,82;228,64;441,50
1420;2;299,28;221,89;338,08
1421;2;125,26;310,93;430,82
1422;2;112,67;245,77;399,99
1423;3;188,94;172,96;304,21
1424;3;243,97;172,38;155,75
1425;2;299,58;381,34;231,52
1426;3;443,39;369,47;131,26
1427;1;261,86;204,85;404,84
1428;3;106,40;164,25;346,66
1429;3;430,09;189,16;201,70
1430;2;449,71;390,98;134,76
1431;2;157,94;417,51;390,01
1432;3;178,75;308,43;287,73
1433;3;213,47;380,89;234,54
1434;2;150,87;314,59;445,10
1435;3;217,24;151,17;334,05
1436;1;137,69;315,33;118,32
1437;2;305,40;108,38;259,12
1438;2;277,35;288,52;303,91
1439;2;375,37;324,79;342,61
1440;3;261,56;243,00;439,29
1441;2;420,07;247,24;115,73
1442;1;241,22;126,75;123,30
1443;3;392,60;278,58;156,21
1444;2;130,51;114,69;202,62
1445;2;424,55;378,80;396,02
1446;2;441,08;171,65;153,01
1447;3;366,05;260,06;253,80
1448;3;325,57;203,11;369,61
1449;3;375,48;319,58;392,85
1450;3;328,54;385,13;429,37
1451;3;193,19;268,05;130,27
1452;4;152,10;216,52;400,05
1453;1;441,20;349,96;203,75
1454;3;379,34;253,37;191,29
1455;3;376,17;211,81;287,66
1456;3;416,38;255,44;313,38
1457;2;331,91;366,70;289,46
1458;3;270,29;218,14;226,02
1459;1;439,23;358,93;448,43
1460;3;201,77;424,21;199,04
1461;4;294,78;221,05;330,87
1462;1;370,56;365,96;248,22
1463;2;283,25;266,92;312,52
1464;2;266,57;354,47;142,47
1465;2;443,61;196,17;443,60
1466;3;156,71;350,41;122,70
1467;2;105,90;170,92;193,39
1468;3;398,17;103,68;204,59
1469;3;135,27;390,69;284,61
1470;3;248,48;258,01;368,24
1471;1;234,18;363,63;407,92
1472;4;130,09;126,42;298,08
1473;3;319,00;228,55;232,16
1474;3;361,62;347,83;353,69
1475;3;376,02;400,56;307,05
1476;3;181,41;403,23;388,15
1477;3;394,07;413,69;113,18
1478;3;311,67;424,77;208,28
1479;2;273,40;412,63;425,24
1480;2;146,67;416,61;342,43
1481;3;290,47;403,21;265,77
1482;2;310,96;155,50;196,99
1483;3;384,35;233,15;306,18
1484;3;221,80;110,49;244,20
1485;4;170,87;308,27;315,87
1486;4;262,52;319,20;310,46
1487;2;398,10;316,59;173,15
1488;2;135,32;240,18;357,89
1489;2;207,90;404,25;255,61
1490;3;198,50;228,09;270,69
1491;3;381,15;291,79;256,82
1492;2;209,40;289,12;145,75
1493;2;386,29;368,55;363,87
1494;4;300,05;159,10;212,48
1495;1;145,39;231,54;234,15
1496;2;444,33;431,56;345,71
1497;2;254,84;427,41;377,06
1498;3;147,40;172,55;383,13
1499;3;318,58;322,94;312,14
1500;3;429,45;172,04;426,48
1501;4;160,68;162,33;353,73
1502;3;172,89;375,79;194,67
1503;4;372,14;346,04;311,09
1504;3;432,22;289,87;333,63
1505;2;351,31;221,49;255,62
1506;3;218,44;286,97;388,90
1507;1;315,60;119,75;365,41
1508;2;378,08;196,95;230,30
1509;4;131,92;287,57;414,13
1510;2;372,23;148,31;356,66
1511;2;379,36;115,68;438,94
1512;2;253,74;137,31;301,58
1513;2;187,51;321,17;391,28
1514;1;402,37;363,72;239,54
1515;2;116,49;124,91;363,74
1516;2;314,94;427,48;239,61
1517;2;111,00;134,26;246,07
1518;3;417,13;311,38;184,60
1519;4;144,36;378,45;330,42
1520;2;140,82;310,02;402,66
1521;2;125,69;164,07;321,73
1522;1;174,95;374,38;195,41
1523;1;264,63;298,31;290,06
1524;3;248,06;288,55;151,18
1525;1;324,96;374,16;135,34
1526;1;279,52;176,83;204,83
1527;2;427,57;422,75;110,30
1528;2;392,59;440,07;119,90
1529;3;250,85;235,49;440,98
1530;3;311,94;310,78;167,63
1531;1;125,73;343,47;245,79
1532;3;113,59;355,51;208,01
1533;1;306,28;154,24;338,82
1534;2;207,88;413,30;421,72
1535;4;229,35;170,88;392,85
1536;1;311,56;328,66;327,27
1537;3;403,84;264,35;447,78
1538;3;206,09;269,83;191,58
1539;2;447,65;217,92;348,13
1540;1;440,15;321,40;205,39
1541;3;148,46;408,21;183,98
1542;4;419,84;126,82;386,70
1543;1;424,31;148,48;362,69
1544;4;429,67;266,55;171,77
1545;2;373,66;254,73;340,73
1546;2;366,28;328,79;233,83
1547;2;122,27;186,88;158,75
1548;4;436,26;165,77;368,40
1549;1;204,26;340,55;216,31
1550;3;305,33;358,10;334,14
1551;3;331,82;156,81;401,60
1552;4;157,60;232,87;134,26
1553;2;422,22;269,46;151,69
1554;2;110,54;223,46;426,55
1555;1;359,28;377,48;142,73
1556;3;232,78;315,71;112,89
1557;3;131,74;337,95;188,32
1558;2;215,48;176,36;299,72
1559;1;199,26;129,44;335,32
1560;1;416,77;262,64;187,93
1561;3;349,65;243,68;167,28
1562;2;140,35;138,42;232,71
1563;3;259,41;310,78;198,51
1564;1;224,22;389,64;143,78
1565;4;150,25;356,91;342,30
1566;2;420,73;312,69;416,21
1567;2;123,25;386,38;373,60
1568;2;321,39;113,25;356,67
1569;2;288,83;418,80;214,17
1570;1;410,22;186,46;185,40
1571;1;433,24;159,00;401,94
1572;1;419,60;342,57;376,91
1573;4;339,48;258,29;157,75
1574;3;171,27;103,34;105,72
1575;4;437,90;355,40;359,80
1576;1;397,15;250,07;124,00
1577;2;103,32;178,13;302,81
1578;2;121,90;257,46;300,44
1579;2;435,37;430,51;265,45
1580;2;406,15;371,61;411,19
1581;2;217,51;166,97;328,48
1582;2;292,56;220,10;220,89
1583;2;224,04;369,29;201,15
1584;3;323,80;307,40;250,68
1585;3;396,92;282,13;313,00
1586;3;380,79;296,93;351,14
1587;3;277,32;442,53;404,83
1588;3;402,59;281,79;385,97
1589;3;366,13;135,29;158,50
1590;2;193,69;195,97;400,05
1591;2;223,56;155,91;100,19
1592;2;291,99;422,02;350,68
1593;2;332,75;370,63;158,07
1594;3;276,51;266,51;249,24
1595;1;173,56;109,34;140,33
1596;3;332,83;288,31;169,48
1597;3;107,32;431,17;208,08
1598;4;195,10;272,79;270,19
1599;3;434,36;387,01;126,16
1600;1;190,54;336,43;312,77
1601;3;399,68;167,09;206,02
1602;1;156,96;444,17;166,74
1603;2;110,55;314,29;355,73
1604;3;246,76;150,26;221,51
1605;4;440,72;268,65;105,24
1606;2;202,91;163,00;273,33
1607;3;223,96;431,04;352,18
1608;2;145,38;325,13;191,45
1609;1;300,05;139,00;304,38
1610;3;442,48;209,99;105,69
1611;1;177,30;268,52;369,25
1612;2;172,07;305,43;334,71
1613;3;216,10;222,90;312,36
1614;3;272,06;394,37;381,42
1615;3;244,66;336,98;274,03
1616;2;106,15;300,07;123,37
1617;3;177,35;305,05;217,35
1618;2;363,79;406,32;322,51
1619;1;179,90;337,52;449,85
1620;2;341,11;144,44;130,93
1621;3;250,52;186,00;109,97
1622;3;362,74;100,69;414,80
1623;2;304,98;200,86;107,64
1624;2;362,16;243,16;217,95
1625;2;100,63;174,93;325,91
1626;3;350,83;329,68;235,36
1627;2;356,52;136,41;161,64
1628;2;113,41;251,56;415,90
1629;1;136,73;147,63;371,09
1630;3;159,52;238,06;227,04
1631;3;339,10;435,44;403,45
1632;3;215,37;191,88;368,68
1633;2;195,19;192,89;234,96
1634;2;408,57;443,70;246,92
1635;1;411,78;166,58;226,74
1636;3;129,25;408,43;416,52
1637;2;346,14;131,12;231,67
1638;1;363,03;420,37;412,30
1639;2;414,80;148,95;331,12
1640;1;405,17;276,92;285,06
1641;2;296,94;256,62;144,23
1642;3;226,66;358,61;261,88
1643;1;324,20;177,07;326,32
1644;2;159,67;211,01;204,95
1645;1;223,15;183,95;154,51
1646;4;368,06;148,47;399,54
1647;3;305,76;123,78;322,73
1648;4;272,73;338,04;151,29
1649;4;292,70;328,31;243,81
1650;4;156,63;313,48;444,20
1651;2;116,74;197,56;268,19
1652;3;280,78;321,98;165,58
1653;1;301,65;298,74;300,57
1654;2;340,19;366,86;352,96
1655;2;333,26;314,76;432,36
1656;3;328,16;124,36;333,81
1657;3;107,29;315,20;193,11
1658;2;280,77;334,80;354,68
1659;1;401,58;432,58;425,21
1660;1;250,93;393,39;231,78
1661;3;437,16;200,37;238,38
1662;4;359,45;121,85;402,03
1663;4;117,34;391,67;151,85
1664;2;111,05;191,19;309,83
1665;1;220,44;350,62;428,84
1666;3;386,40;115,86;331,00
1667;2;333,89;265,43;392,41
1668;2;247,46;388,59;358,06
1669;1;119,72;239,29;231,79
1670;4;315,28;432,11;364,56
1671;3;404,78;379,80;252,53
1672;4;344,30;150,89;152,79
1673;1;348,85;287,10;405,20
1674;2;259,48;120,18;167,70
1675;4;328,59;357,60;116,63
1676;3;192,57;287,32;363,76
1677;3;311,82;110,23;368,43
1678;1;105,90;141,86;191,88
1679;3;265,56;176,85;140,60
1680;4;183,57;227,47;120,30
1681;2;378,61;284,47;297,49
1682;1;445,26;145,18;401,77
1683;2;223,66;300,87;419,58
1684;1;350,59;280,54;177,60
1685;2;396,19;317,44;445,63
1686;4;295,78;368,36;442,96
1687;2;201,57;358,11;445,87
1688;3;323,37;335,50;390,98
1689;3;171,60;343,58;173,65
1690;3;106,09;366,06;146,76
1691;3;237,34;380,17;426,82
1692;3;433,29;359,87;135,78
1693;1;267,56;362,47;191,44
1694;3;343,91;181,40;115,32
1695;2;339,75;179,84;155,93
1696;4;388,26;426,31;324,61
1697;3;208,86;122,02;211,66
1698;3;237,36;279,38;347,63
1699;3;176,82;163,25;302,95
1700;2;135,24;395,72;445,95
